timestamp,load1,load5,load15,mem_available_kib,swap_free_kib,validation_process_count,validation_tree_rss_mib,docker_running_count
2026-09-17T13:33:06.131043+00:00,4.84,5.72,5.40,62034481,0,11,202.92,2
2026-09-17T13:33:07.213788+00:00,5.09,5.76,5.41,61862334,0,11,194.92,2
2026-09-17T13:33:08.368719+00:00,5.09,5.76,5.41,61940697,0,8,171.55,2
2026-09-17T13:33:09.478730+00:00,5.09,5.76,5.41,62066660,0,7,117.37,2
2026-09-17T13:33:10.615365+00:00,5.09,5.76,5.41,62057599,0,11,199.47,2
2026-09-17T13:33:11.763805+00:00,5.25,5.78,5.42,61990486,0,11,204.98,2
2026-09-17T13:33:12.872082+00:00,5.25,5.78,5.42,61975629,0,8,179.85,2
2026-09-17T13:33:14.002806+00:00,5.25,5.78,5.42,62026336,0,11,193.27,2
2026-09-17T13:33:15.065213+00:00,5.25,5.78,5.42,62052442,0,8,180.04,2
2026-09-17T13:33:16.180655+00:00,5.25,5.78,5.42,61977921,0,11,195.78,2
2026-09-17T13:33:17.324955+00:00,4.99,5.71,5.40,61983627,0,12,233.94,2
2026-09-17T13:33:18.441965+00:00,4.99,5.71,5.40,62086052,0,11,195.22,2
2026-09-17T13:33:19.505268+00:00,4.99,5.71,5.40,62044930,0,11,207.49,2
2026-09-17T13:33:20.567706+00:00,4.99,5.71,5.40,62024542,0,6,127.39,2
2026-09-17T13:33:21.763553+00:00,5.15,5.74,5.41,62005545,0,6,130.02,2
2026-09-17T13:33:22.977262+00:00,5.15,5.74,5.41,62009662,0,8,130.02,2
2026-09-17T13:33:24.122356+00:00,5.15,5.74,5.41,62017528,0,6,130.39,2
2026-09-17T13:33:25.249871+00:00,5.15,5.74,5.41,62019700,0,7,182.83,2
2026-09-17T13:33:26.369798+00:00,5.15,5.74,5.41,62017287,0,10,198.35,2
2026-09-17T13:33:27.509598+00:00,4.89,5.67,5.39,62032473,0,7,176.74,2
2026-09-17T13:33:28.650617+00:00,4.89,5.67,5.39,61994856,0,7,187.94,2
2026-09-17T13:33:29.791396+00:00,4.89,5.67,5.39,62031821,0,10,201.01,2
2026-09-17T13:33:30.901528+00:00,4.89,5.67,5.39,62008368,0,7,186.67,2
2026-09-17T13:33:31.985850+00:00,4.66,5.61,5.37,62058548,0,7,130.77,2
2026-09-17T13:33:33.140648+00:00,4.66,5.61,5.37,61977635,0,10,205.12,2
2026-09-17T13:33:34.282352+00:00,4.66,5.61,5.37,61996884,0,10,200.09,2
2026-09-17T13:33:35.431796+00:00,4.66,5.61,5.37,62031047,0,7,177.82,2
2026-09-17T13:33:36.583086+00:00,4.53,5.57,5.36,62031604,0,6,130.77,2
2026-09-17T13:33:37.647140+00:00,4.53,5.57,5.36,62003980,0,10,206.41,2
2026-09-17T13:33:38.718156+00:00,4.53,5.57,5.36,62054990,0,7,130.77,2
2026-09-17T13:33:39.891184+00:00,4.53,5.57,5.36,62067315,0,7,130.77,2
2026-09-17T13:33:41.042394+00:00,4.53,5.57,5.36,62055016,0,7,177.52,2
2026-09-17T13:33:42.179232+00:00,4.65,5.58,5.36,62016648,0,6,130.77,2
2026-09-17T13:33:43.320845+00:00,4.65,5.58,5.36,62019157,0,10,201.64,2
2026-09-17T13:33:44.473144+00:00,4.65,5.58,5.36,62043922,0,7,178.29,2
2026-09-17T13:33:45.616133+00:00,4.65,5.58,5.36,62053639,0,10,193.73,2
2026-09-17T13:33:46.727637+00:00,4.68,5.57,5.36,61918926,0,7,131.14,2
2026-09-17T13:33:47.873048+00:00,4.68,5.57,5.36,61907930,0,10,199.66,2
2026-09-17T13:33:49.019421+00:00,4.68,5.57,5.36,61915288,0,10,200.37,2
2026-09-17T13:33:50.172011+00:00,4.68,5.57,5.36,61822598,0,7,179.28,2
2026-09-17T13:33:51.270044+00:00,4.68,5.57,5.36,61871547,0,10,200.01,2
2026-09-17T13:33:52.417649+00:00,4.78,5.57,5.36,61933470,0,10,192.22,2
2026-09-17T13:33:53.575004+00:00,4.78,5.57,5.36,61963227,0,6,131.52,2
2026-09-17T13:33:54.717528+00:00,4.78,5.57,5.36,61952233,0,6,131.52,2
2026-09-17T13:33:55.863499+00:00,4.78,5.57,5.36,62013050,0,7,131.52,2
2026-09-17T13:33:56.938526+00:00,4.80,5.56,5.36,62044062,0,7,179.68,2
2026-09-17T13:33:58.083572+00:00,4.80,5.56,5.36,62015227,0,10,203.66,2
2026-09-17T13:33:59.226138+00:00,4.80,5.56,5.36,62065111,0,10,196.51,2
2026-09-17T13:34:00.374100+00:00,4.80,5.56,5.36,62126868,0,7,179.91,2
2026-09-17T13:34:01.511667+00:00,4.80,5.56,5.36,62099427,0,6,131.52,2
2026-09-17T13:34:02.596475+00:00,5.22,5.64,5.39,62125076,0,7,180.0,2
2026-09-17T13:34:03.674557+00:00,5.22,5.64,5.39,62114574,0,10,192.67,2
2026-09-17T13:34:04.744721+00:00,5.22,5.64,5.39,62063817,0,10,194.91,2
2026-09-17T13:34:05.873457+00:00,5.22,5.64,5.39,62063613,0,7,180.24,2
2026-09-17T13:34:06.989293+00:00,5.04,5.59,5.37,62059253,0,6,92.03,2
2026-09-17T13:34:08.078362+00:00,5.04,5.59,5.37,62009354,0,7,178.14,2
