timestamp,load1,load5,load15,mem_available_kib,swap_free_kib,validation_process_count,validation_tree_rss_mib,docker_running_count
2026-09-17T12:44:26.788640+00:00,4.47,5.83,5.69,61871109,0,9,249.62,2
2026-09-17T12:44:31.954092+00:00,4.51,5.81,5.69,61872963,0,6,229.34,2
2026-09-17T12:44:37.114336+00:00,4.39,5.77,5.67,61961045,0,4,113.12,2
2026-09-17T12:44:42.281216+00:00,4.20,5.70,5.65,61939641,0,4,119.21,2
2026-09-17T12:44:47.440450+00:00,4.10,5.66,5.64,61957416,0,4,111.08,2
2026-09-17T12:44:52.599847+00:00,4.09,5.63,5.63,61942371,0,5,169.71,2
2026-09-17T12:44:57.761613+00:00,4.01,5.59,5.61,62004372,0,5,144.77,2
2026-09-17T12:45:02.829490+00:00,4.33,5.63,5.63,61965664,0,5,99.91,2
2026-09-17T12:45:07.991733+00:00,4.70,5.68,5.65,61961739,0,5,99.89,2
2026-09-17T12:45:13.152684+00:00,4.48,5.62,5.63,61878366,0,3,97.54,2
2026-09-17T12:45:18.345290+00:00,4.69,5.65,5.63,61930269,0,6,155.79,2
2026-09-17T12:45:23.516921+00:00,4.79,5.65,5.64,61937076,0,6,155.76,2
2026-09-17T12:45:28.710481+00:00,4.57,5.59,5.62,61875327,0,5,138.32,2
2026-09-17T12:45:33.878225+00:00,4.36,5.53,5.60,62035993,0,4,112.88,2
2026-09-17T12:45:39.008013+00:00,4.09,5.46,5.57,61967849,0,4,117.17,2
2026-09-17T12:45:44.077570+00:00,4.56,5.53,5.60,62030767,0,4,111.74,2
2026-09-17T12:45:49.264611+00:00,4.36,5.47,5.58,61932696,0,4,105.66,2
2026-09-17T12:45:54.445890+00:00,4.49,5.48,5.58,61930770,0,4,112.03,2
2026-09-17T12:45:59.613061+00:00,4.29,5.42,5.56,61878223,0,3,97.54,2
2026-09-17T12:46:04.775557+00:00,4.35,5.42,5.56,61812135,0,3,97.54,2
2026-09-17T12:46:09.935088+00:00,4.08,5.34,5.53,61906664,0,3,97.54,2
2026-09-17T12:46:15.104483+00:00,4.15,5.34,5.53,61929822,0,3,97.54,2
2026-09-17T12:46:20.261376+00:00,4.30,5.35,5.53,62031050,0,3,97.54,2
2026-09-17T12:46:25.429824+00:00,4.44,5.36,5.53,62027890,0,3,97.54,2
2026-09-17T12:46:30.529754+00:00,4.56,5.37,5.54,61950224,0,3,97.54,2
2026-09-17T12:46:35.623692+00:00,4.52,5.35,5.53,61854826,0,3,97.54,2
2026-09-17T12:46:40.763178+00:00,4.80,5.39,5.54,62046193,0,0,0.00,2
